0	10374.0580	168.3860
1	10667.1430	1766.8226
2	9333.3940	158.1608
3	10452.8830	1346.5302
4	9893.2650	160.1686
5	10341.2600	1221.5587
6	9651.4250	160.8930
7	11298.0340	1452.9045
8	10196.1290	162.1520
9	10901.9070	1244.8585
10	9508.5110	153.2024
11	9753.7510	1128.2122
12	7553.5910	121.1610
13	11515.1780	1240.5811
14	11519.4130	184.8034
15	11518.2390	1632.4960
16	10956.1370	171.9901
17	12464.9750	1481.1631
18	11911.7330	193.0257
19	13227.0420	1585.0805
20	11483.5690	190.1095
21	11589.2740	1502.9558
22	11143.2250	184.5721
23	11266.2540	1602.9995
24	8451.1460	134.4069
25	10680.4820	1217.1003
26	11140.4510	180.3256
27	11601.5890	1385.0810
28	12036.0720	197.0540
29	11779.8380	1334.1573
30	11919.7030	191.4133
31	13247.8210	2005.0880
32	10835.9830	177.7197
33	12066.6630	1393.6143
34	10897.2440	168.5076
35	11184.0970	1051.6644
36	7774.8860	128.8360
37	10806.5140	1176.4306
38	11187.2350	180.5467
39	12272.9040	1665.1876
40	11870.8770	194.9739
41	12169.6190	1594.3949
42	11656.7880	184.1542
43	12169.8070	1446.3929
44	10902.7450	174.6234
45	12385.5830	1694.1789
46	11970.3080	201.9039
47	10998.4110	1674.7404
48	9659.3680	154.4653
49	11617.8120	1360.8654
50	10778.3910	176.9452
51	11646.2140	1339.5528
52	11225.3780	186.6097
53	11218.2470	1563.1825
54	10883.7650	178.4553
55	12421.7160	1335.6154
56	10931.8210	176.4022
57	11567.4000	1571.2775
58	10942.8580	179.5351
59	10403.9820	1456.2852
60	6434.0960	106.1352
61	9281.9690	820.8768
62	8924.9390	147.5585
63	9359.6680	1422.4308
64	9102.1910	144.1772
65	10568.2900	1297.3320
66	9053.6280	143.9204
67	9541.8230	1291.7231
68	9010.3520	142.7503
69	10547.0770	1018.1872
70	9661.1540	157.6375
71	9062.8700	1272.5784
